,Date,Tag_No,Recapture,PanCov_Gel_Result_Final,lon,lat,PanCoV_Lineage
443,8/26/22,751,No,Negative,-72.68312628,41.26186468,Negative
444,8/26/22,752,No,Negative,-72.68274801,41.26172031,Negative
445,8/26/22,316,Yes,Negative,-72.69620382,41.26803898,Negative
446,8/26/22,753,No,Negative,-72.69600241,41.26828388,Negative
447,8/26/22,754,No,Negative,-72.69674295,41.26776668,Negative
448,8/26/22,314,Yes,Negative,-72.69602799,41.26784452,Negative
449,8/9/22,422,No,Negative,-72.70184378,41.24824069,Negative
450,8/26/22,755,No,Negative,-72.69667978,41.26844522,Negative
451,8/30/22,326,Yes,Negative,-72.72640236,41.30386962,Negative
452,8/30/22,756,No,Negative,-72.69975321,41.2911155,Negative
453,8/30/22,757,No,Negative,-72.72828131,41.28536412,Negative
454,8/30/22,438,Yes,Negative,-72.72816039,41.28574251,Negative
455,8/30/22,440,Yes,Negative,-72.72826356,41.28602944,Negative
456,8/30/22,758,No,Negative,-72.71987276,41.27416141,Negative
457,8/9/22,414,No,Negative,-72.69355422,41.25791722,Negative
458,8/30/22,435,Yes,Negative,-72.72047947,41.2739507,Negative
459,8/30/22,451,Yes,Negative,-72.68878747,41.32192315,Negative
460,8/17/22,207,Yes,Negative,-72.69974526,41.25303732,Negative
461,8/30/22,349,Yes,Negative,-72.68375441,41.30578978,Negative
462,8/30/22,761,No,Negative,-72.68342381,41.30578259,Negative
463,8/25/22,228,Yes,Negative,-72.70217773,41.25013424,Negative
464,8/26/22,735,No,Negative,-72.68770093,41.28968718,Negative
465,8/30/22,357,Yes,Negative,-72.68866498,41.32112309,Negative
466,8/10/22,439,No,Negative,-72.72243074,41.2791589,Negative
467,7/28/22,323,No,Negative,-72.69687976,41.26703852,Negative
468,8/30/22,763,No,Negative,-72.66930763,41.33287659,Negative
